English	Chinese	Yang 2015 #	Proto-Ngwi	Bradley 1979 #	*Proto-Ni (Lama 2012)	*Proto-Lolo-Burmese (Matisoff)	*Burmese-Ngwi (Li Yongsui 2010)	PTB (Matisoff 2002)	ProtoLalo (Yang 2015)	PN Tone	PN Initial order	PN Initial type	Hani-Longwei	Hani-Qiepu	Hani-Luchun 	Haoni	Lahu Na	Ghomozo	Kuansi 	Lavu	Talu	Xuzhang	W-Shanglizhuo	Yangliu	C-Leba	CE-Yong'an	E-Diaocao	E-Houshan	E-Taoshu	Eka	S-Mangdi	C-Qingsheng	SE- Gaoping	C-Chajiang	C-Qingyun	C-Longjie	W- Yilu	W-Shuizhuping	W-Dutian	C-Wachang	Lisu	Luquan Lisu	Tengchong Lisu	Weixi Lisu	Yongsheng Lisu	C-Lolo	E-Lolo	Jinggu Limi	Limi	Lipo	Maang	Mondzi	Mongi	Alo	Kopo (Gepo)	Naso	Nasu	Luowu Nisu	Nipu	Nersu	Nise	Laowu Nisu	Noso	Narsu	Neshu	Nesu	Lope (Awu) (Chen 2010)	Lope (Awu) (YYFC 1983)	N. Nisu	S. Nisu	Lidim	Nuosu (Huang & Dai 1992)	Nosu (Xide)	Sodi	Senza	Yino	Axi	Azhe	Sani	Azha [aza] Pelkey 2011	Sanni (Sanie)	Phola [ypg]	Phuza [ypz]	Southern Muji [ymc]	Hlepho Phowa [yhl]	Kazhuo	Lawu-Xinping Shuitang Jiuha	Toloza
five	五	927	*ŋa²	482	*ŋa¹	ŋa²	*ŋhahB		ŋa²	2	5	*m	ŋa³¹	ŋa⁵³	ŋa̠³¹	ŋɔ³¹	ŋᴀ⁵³	ŋo²¹	ŋu²¹	ŋu²¹	ŋu²¹	ŋo²¹	ŋa²¹	ŋa²¹	ŋa̤²¹	ŋa̤²¹	ŋɔ²¹	ŋɔ²¹	ŋɔ²¹	ŋo²¹	ŋo²¹	ŋɑ²¹	ŋo²¹	ŋɑ²¹	ŋa̤²¹	ŋa²¹	ŋɐ²¹	ŋa²¹	ŋo²¹	ŋɑ²¹	ŋuɑ³¹	ŋo³¹	ŋuɑ³¹	ŋuɑ³¹(mɑ⁴⁴)	ŋuɑ³¹	ŋo²¹	ŋo²¹	ŋo²¹lɯ²¹	ŋo²¹	ŋo²¹	ŋa³⁵	ŋɔ²¹(ɔ⁴⁴)	ŋɔ⁴⁴	ŋu³³	ŋo²¹	ŋo³³	ŋo³³	ŋo³³	ŋɒ³³	ŋu³³	ŋu²¹	u³³mu³³	ŋo³³	ŋo³³	ŋo³³	ŋo³³	ŋu³³	ŋu³³	ŋo³³	ŋo³³	ŋɯ³³	ŋɯ³³	ŋɯ³³	ŋɯ³³	ŋɯ³³	ŋɯ²²	ŋo²¹	ŋo²¹	ŋɑ⁵⁵	ŋɔ²²	ŋa²¹	ŋɑ³¹	ŋa¹³	ŋa¹³	ŋa²¹	ŋa³¹	ŋa²¹	ŋo³³
six	六	928	*C-krokL	483	*khrokL	C-krokL	*qhro̽kD		kʰo̠ᶫ	L	11	*C-p	khu³¹	kʰu⁵³	ku̠³¹	khv̠³¹	khɔ²¹	tɕʰo̠⁴²	tɕʰo²¹	tʂʰo̱²¹	tɕʰo̱²¹	kʰu³³	kʰo⁵³	kʰo⁵³	kʰo̠²¹	kʰo̠̠²¹	kʰu⁴²	kʰɔ̠²¹	kʰu̠²¹	kʰu̠²¹	kʰu̠²¹	kʰo̠²¹	tsʰo⁵⁵	kʰo̠̠²¹	kʰo̠²¹	kʰo̠²¹	kʰo⁵³	kʰu⁴⁵³	kʰu⁴⁵	kʰo̠²¹	tʃho⁴¹	tɕʰo³¹	tʃʰo⁴²	tʃʰu⁵⁵(mɑ⁴⁴)	tʃʰo⁴²	tɕʰo⁵⁵	tɕʰo̠²¹	tɕʰo²¹lɯ²¹	tʂʰo²¹	tʂʻo³¹	khɔ³⁵	khu⁵³(ɔ⁴⁴)	kʰu⁵³	tɕʰu̱⁵⁵	tʂʰu̱²¹	tʂʰu̱⁵⁵	tɕʰo̱⁵⁵	tɕʰu̠⁵⁵	tɕʰɔ¹³	tɕʰe¹³	tɕʰu̱²¹	ɕiɔ¹³mu²¹	tsʰu²	tsʰu̱²¹	tʂʰu̱²¹	tsʰu̱²¹	tɕʰu̱⁵⁵	ʨhiu⁵⁵	tʂhu̠²¹	tʂʰu̠²¹	fu̱⁵⁵	fu⁵⁵	fu⁵⁵	fo̱⁵⁵	fu̱⁵⁵	fu̱²⁵	tʂu̱²¹	khu̱²¹	kʰo²	ʦʰɯ²²	kʰo̱⁵⁵	kʰɔ̠³¹	tʂʰɯ⁵⁵	kʰɯ²¹	ʦʰo³³	tɕho⁵³	kʰu³³	tʂʰo̱²¹
seven	七	929	*C-ʃi(k)²/L	484	*sxi², *snitH	s-nitL (PL: N-šitL ~ si²), ʔ-nitL ~ ši²)	*ʃhihB/*ŋ̊latD/*ʃhĭtD		xɨ²				ʃɿ³¹	ʃi⁵³	sɿ̠³¹	ʃɿ̠³¹	sɿ³¹	sɿ²¹	sɿ²¹	ɕi²¹	ʂi²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹	ɕi²¹	xɨ²¹	xɯ²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨ²¹	xɨʔ²¹	xɨʔ²¹	xɨ²¹	ʃɿ³¹	ɕi³¹	ʃɿ³¹	ʃɿ³¹	ʃɿ³¹	ɕi²¹	ɕi²¹	xɯ²¹lɯ²¹	ɕi²¹	si²¹	ɣɯi³⁵	xe¹³	xe²¹	ɕi⁵⁵	ɕi²¹	xi⁵⁵	ɕi⁵⁵	ɕi⁵⁵	ɕi⁵⁵	ɕi⁵⁵	ɕi⁵⁵	ɕi⁵⁵	ɕi⁵⁵	si²¹	ʂi²¹	ɕi²¹	ʂi²¹	ʂɿ̠²¹	ʂʅ²¹	ʂʅ²¹	ʂi²¹	ʂɿ²¹	ʂɿ²¹	ʂi²¹	ʂi⁵⁵	ʂi²⁵	ʂi²¹	ʂi²¹	ʂi²¹	ʂɨ²²	ʂi²¹	ɕi³³	ɕi³³	ɕi²¹	sɿ³³	sɿ³¹	sɿ³³	ʂi⁵⁵
eight	八	930	*C-yetL	485	*ʔxitL	ʔritL; ʔ-ritL	*r̥hasD		he̠ᶫ	L	11	*C-p	ɕi³¹	ɕi⁵³	ɕe̠³¹	xɛ̠³¹	xe³⁵	xe̠⁴²	çi̠²¹	xi̱²¹	hi̱²¹	xai³³	χai⁵³	xai⁵³	hiɛ̠²¹	hɛ̠̃²¹	xei⁴²	hi²¹	hai²¹	xɛ²¹	xɛ̠²¹	hɛ̠²¹	xi⁵⁵	hɛ̠²¹	hiɛ̠²¹	hæ̠²¹	hɛ̃⁵³	hẽ⁴⁵³	hɛ⁴⁵	hiɛ̠²¹	he⁴¹	hæ³¹	he⁴²	he⁵⁵	he⁴²	xe⁵⁵	he̠⁵⁵	xe²¹lɯ²¹	xe²¹	xiæ²¹	ʑi³⁵	ɕi⁵³(ɔ⁴⁴)	ɕi⁵³	hi̱⁵⁵	xɪ̱²¹	hi̱⁵⁵	hi̱⁵⁵	hẽ⁵⁵	he¹³	hi¹³	hɪ̱²¹	jɛ¹³mu²¹	hi²	xɪ̱²¹	xɪ̱²¹	xɪ̱²¹	hɛ̱⁵⁵	hɛ²¹³	xi̠²¹	xʲe̠²¹	hi̱⁵⁵	hi⁵⁵	hi⁵⁵	hi̱⁵⁵	hi̱⁵⁵	hi̱²⁵	xi̠²¹	xɪ̠²¹	hɪ²	xi²²	xi̱⁵⁵	xɛ̠³¹	ʑɛ¹³	xjɛ²¹	ʑi¹³	ɕi⁵³	xe³³	hi̱²¹
nine	九	931	*go²	486	*gu¹	gəw²	*GohB/*ghlauA		ko¹/³				ɣø³¹	ɣø⁵³	ɣø³¹	ɣu³¹	qɔ⁵³	kv̩³³	kɤ⁵⁵	ku̪³³	ku⁵⁵	kɤ̪˞³³	kɤ̪³³	kɤ̪³³	kv̩³³	kə³³	kə³³	kɨ³³	kɔ³³	kɨ³³	kɨ³³	kv̩³³	kɨ³³	kv̩³³	kə³³	kv̩³³	kv̩³³/⁴⁴	kv̩³³	kv̩³³	kv̩³³	ku⁵⁵, ku⁴⁴	kə³³	ku³³; ku⁵⁵	ku³³lẽ³¹	ku⁵⁵	kɯ³³	kɯ³³	kɯ³³lɯ⁵⁵	kɨ³³	kɯ³³	kau³⁵	ko¹³(ɔ⁵³)	ko¹³	kɯ³³	kɯ⁵⁵	kɯ³³	kɯ³³	kɯ³³	kɯ³³	tɕy¹³	kɯ³³	kə⁵⁵mu³³	kɯ⁵⁴	kɯ⁵⁵	kɯ⁵⁵	kɯ⁵⁵	kɯ³³	kɯ⁴⁴	kɯ⁵⁵	kɯ³³	gu³³	ɡu³³	gu³³	gu³³	gu³³	gu²²	kɯ³³	ku³³	kɯ⁴⁴	ʨy⁴⁴	ku³³	qu⁵⁵	kə⁵⁵	kɯ⁵⁵	kɯ⁵⁵	kv⁴⁴	ku²¹	ku³³
ten	十	932	*tsay¹	487	*ʦhi¹	ʦay¹	*tshaiA		tsʰe¹				tshi³¹	tsʰɛ³⁴	tshe⁵⁵	tshɛ⁵⁵	te⁵³tshi³³	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰi⁵⁵	tsʰi⁵⁵	tɕʰi⁴⁵³	tɕʰi²⁴	tsʰei³³	tsʰi⁵⁵	tɕʰi⁵⁵	tsʰei⁵⁵	tɕʰi⁵⁵	tɕʰi⁵⁵	tɕʰɛ²⁴	tɕʰɛ⁵⁵	tɕʰi⁵⁵	tɕʰi⁴⁴	tɕʰi⁵⁵	tsʰi⁵⁵	tɕʰi⁵⁵	tsʰɿ⁴⁴	tsʰe²⁴	tsʰe²⁴	tɕʰi⁵⁵	tshɿ⁴⁴	tsʰɿ³³	tsʰɿ⁴⁴	tsʰɿ³³mɑ³³	tsʰɿ³³	tsʰe³³	tsʰe³³	tɕʰi³³mo³³	tsʰe³³	tsʻi³³	sɯi⁵⁵	si⁴⁴(ɔ⁵³)	si⁴⁴	tsʰe²¹	tsʰɪ³³	tsʰe²¹	tsʰe²¹	tsʰe²¹	tsʰɯ²¹	tsʰɤ²¹	tsʰɪ²¹	ɕʰi³³mu²¹	tɕʰɪ²¹	tɕʰe²¹	tsʰɤ²¹	tsʰɤ²¹	tsʰe²¹	ʦhe̱i²¹³	tʂhɤ²¹	tsʰɤ²¹	tsʰɪ³³	tshi³³	ʦhi³³	tsʰɪ³³	tsʰɪ³³	tsʰɪ²²	ʦhi³³	ʦhɪ²²	tsʰɪ³³	ʦʰɛ²¹	tɕʰi³³	ʦʰɛ⁵⁵	ʦʰə³¹	ʦʰə²¹	ʦʰə²¹	tshi³³	tɕʰi⁵⁵	tsʰi²¹
eleven	十一	933	*tsay¹di²	487					tsʰe¹ti̠ᶫ				tsʰi³¹tʰi⁵⁵	tsʰɛ²¹tʰi⁴⁴	tshe⁵⁵ti̠³¹	tshɛ⁵⁵thi³¹	te⁵³tshi³³te⁵³	tsʰɿ⁵⁵tɕi̠⁴²	tsʰɿ⁵⁵ tsɿ²¹	tsʰi⁵⁵tsi²¹	tsʰi⁵⁵tsi²¹	tɕʰi⁴⁵³tʰi³³	tɕʰi²⁴tʰi⁵³	tsʰei³³tɕʰi⁵³	tsʰi⁵⁵ti̤²¹	tɕʰi⁵⁵ti̤²¹	tsʰei⁵⁵ti²¹	tɕʰi⁵⁵ti²¹	tɕʰi⁵⁵tɕʰi²¹	tɕʰɛ⁵⁵tʰi²¹	tɕʰɛ⁵⁵tɕʰi²¹	tɕʰi⁵⁵ti²¹	tɕʰi⁴⁴ti⁵⁵	tɕʰi⁵⁵ti²¹	tsʰi⁵⁵ti̤²¹	tɕʰi⁵⁵ti²¹	tsʰɿ⁴⁴tʰɛ⁵³	tsʰe²⁴tʰi⁴⁵³	tsʰe²⁴tʰi⁵⁵	tɕʰi⁵⁵tʂʰʅ²¹	tshɿ⁴⁴ti⁵⁵, tshɿ⁴⁴thi³¹					tsʰe³³ti⁵⁵	tsʰe³³ti⁵⁵	tɕʰi³³tʰi⁵⁵mo³³	tsʰe³³tʰi²¹	tsʻi³³tiæ⁵⁵			si⁴⁴tɔ²¹	tsʰe²¹ti³³	tsʰɪ³³ti⁵⁵	tsʰe²¹ti³³	tsʰe²¹ti³³		tsʰɯ²¹ti³³	tsʰɤ²¹ti³³	tsʰɪ²¹ti³³	tɕʰi²¹ti³³	tɕʰɪ²¹ti³³	tɕʰe²¹ti³³	tsʰɤ²¹tɪ³³	tsʰɤ²¹ti³³	tsʰe²¹ti³³		tʂhɤ²¹ti³³	tsʰɤ²¹ti⁵⁵	tsʰɪ³³tsi³³	tshi³⁴tsɿ³³		tsʰɪ³³tsi³³	tsʰɪ³⁴tsi³³	tsʰɪ²²tsi²²			tsʰɪ³³tʰɪ²¹	ʦʰɛ²¹ti³³	tɕʰi³³tʰi⁵⁵	ʦʰɛ⁵⁵ti³³	ʦʰə³¹ti³³	ʦʰə²¹a²¹	ʦʰə²¹ti⁵⁵	tshi³³tsɿ³⁵	tɕʰi⁵⁵tʰi³³	tsʰi²¹tʰɤ⁵⁵
eleven	十一	933	*tsay¹di²	487					tsʰe¹ti̠ᶫ				tsʰi³¹tʰi⁵⁵	tsʰɛ²¹tʰi⁴⁴	tshe⁵⁵ti̠³¹	tshɛ⁵⁵thi³¹	te⁵³tshi³³te⁵³	tsʰɿ⁵⁵tɕi̠⁴²	tsʰɿ⁵⁵ tsɿ²¹	tsʰi⁵⁵tsi²¹	tsʰi⁵⁵tsi²¹	tɕʰi⁴⁵³tʰi³³	tɕʰi²⁴tʰi⁵³	tsʰei³³tɕʰi⁵³	tsʰi⁵⁵ti̤²¹	tɕʰi⁵⁵ti̤²¹	tsʰei⁵⁵ti²¹	tɕʰi⁵⁵ti²¹	tɕʰi⁵⁵tɕʰi²¹	tɕʰɛ⁵⁵tʰi²¹	tɕʰɛ⁵⁵tɕʰi²¹	tɕʰi⁵⁵ti²¹	tɕʰi⁴⁴ti⁵⁵	tɕʰi⁵⁵ti²¹	tsʰi⁵⁵ti̤²¹	tɕʰi⁵⁵ti²¹	tsʰɿ⁴⁴tʰɛ⁵³	tsʰe²⁴tʰi⁴⁵³	tsʰe²⁴tʰi⁵⁵	tɕʰi⁵⁵tʂʰʅ²¹	tshɿ⁴⁴ti⁵⁵, tshɿ⁴⁴thi³¹					tsʰe³³ti⁵⁵	tsʰe³³ti⁵⁵	tɕʰi³³tʰi⁵⁵mo³³	tsʰe³³tʰi²¹	tsʻi³³tiæ⁵⁵			si⁴⁴tɔ²¹	tsʰe²¹ti³³	tsʰɪ³³ti⁵⁵	tsʰe²¹ti³³	tsʰe²¹ti³³		tsʰɯ²¹ti³³	tsʰɤ²¹ti³³	tsʰɪ²¹ti³³	tɕʰi²¹ti³³	tɕʰɪ²¹ti³³	tɕʰe²¹ti³³	tsʰɤ²¹tɪ³³	tsʰɤ²¹ti³³	tsʰe²¹ti³³		tʂhɤ²¹ti³³	tsʰɤ²¹ti⁵⁵	tsʰɪ³³tsi³³	tshi³⁴tsɿ³³		tsʰɪ³³tsi³³	tsʰɪ³⁴tsi³³	tsʰɪ²²tsi²²			tsʰɪ³³tʰɪ²¹	ʦʰɛ²¹ti³³	tɕʰi³³tʰi⁵⁵	ʦʰɛ⁵⁵ti³³	ʦʰə³¹ti³³	ʦʰə²¹a²¹	ʦʰə²¹ti⁵⁵	tshi³³tsɿ³⁵	tɕʰi⁵⁵tʰi³³	tsʰi²¹tʰɤ⁵⁵
twelve	十二	934							tsʰe¹ni²					tsʰɛ²¹n̩⁴⁴	tshe⁵⁵ɲi³¹	tshɛ⁵⁵ȵi̠³¹	te⁵³tshi³³ni⁵³	tsʰɿ⁵⁵ni²¹	tsʰɿ⁵⁵ ɲi²¹	tsʰi⁵⁵ȵi²¹	tsʰi⁵⁵ȵi²¹	tɕʰĩ⁴⁵³n̩²¹	tɕʰi²⁴n̩²¹	tsʰei³³ni²¹	tɕʰi⁵⁵n̩²¹	tɕʰi⁵⁵ŋ̩²¹	tsʰei⁵⁵ŋ̩²¹	tɕʰi⁵⁵ŋ̩²¹	tɕʰi⁵⁵ŋ̩²¹	tɕʰɛ⁵⁵ŋ̩²¹	tɕʰɛ⁵⁵ŋ̩²¹	tɕʰi⁵⁵n̩²¹	tɕʰi⁴⁴n̩²¹	tɕʰi⁵⁵n̩²¹	tsʰiŋ̩⁵²	tɕʰi⁵⁵ŋ̩²¹	tsʰɿ⁴⁴m̩²¹	tsʰe²⁴n̩²¹	tsʰe²⁴ni²¹	tɕʰi⁵⁵ə̃²¹	tshɿ⁴⁴ɲi³¹					tsʰe³³ni²¹	tsʰe³³ne²¹	tɕʰi³³ȵi⁵⁵mo³³	tsʰɛ³³ni²¹	ts'i³³ɲiɛ²¹			si⁴⁴ne²¹	tsʰe²¹ȵi⁵⁵	tsʰɪ³³n̩²¹	tsʰe²¹ȵi⁵⁵	tsʰe²¹ȵi⁵⁵		tsʰɯ²¹ȵi⁵⁵	tsʰɤ²¹ȵi⁵⁵	tsʰɪ²¹n̩⁵⁵	tɕʰi²¹ni⁵⁵	tɕʰɪ²¹ȵi⁵⁵	tɕʰe²¹ni²¹	tsʰɤ²¹ni²¹	tsʰɤ²¹ȵi²¹	tsʰe²¹ȵi²¹		tʂhɤ²¹ni²¹	tsʰɤ²¹ni²¹	tsʰɪ³³ȵi³³	tshi³³ȵi³⁴		tsʰɪ³³ȵi³³	tsʰɪ³⁴ȵi³⁴	tsʰɪ²²ȵi²²			tsʰɪ³³n̩²¹	ʦʰɛ²¹ni³³	tɕʰi³³n̩²¹	ʦʰɛ⁵⁵ȵi³¹	ʦʰə⁵⁵ȵi³³	ʦʰə²¹ȵi²¹	ʦʰə²¹n̩³³	tshi³³ŋ³¹	tɕʰi⁵⁵n̩²¹	tsʰi²¹ȵi⁵⁵
twelve	十二	934							tsʰe¹ni²					tsʰɛ²¹n̩⁴⁴	tshe⁵⁵ɲi³¹	tshɛ⁵⁵ȵi̠³¹	te⁵³tshi³³ni⁵³	tsʰɿ⁵⁵ni²¹	tsʰɿ⁵⁵ ɲi²¹	tsʰi⁵⁵ȵi²¹	tsʰi⁵⁵ȵi²¹	tɕʰĩ⁴⁵³n̩²¹	tɕʰi²⁴n̩²¹	tsʰei³³ni²¹	tɕʰi⁵⁵n̩²¹	tɕʰi⁵⁵ŋ̩²¹	tsʰei⁵⁵ŋ̩²¹	tɕʰi⁵⁵ŋ̩²¹	tɕʰi⁵⁵ŋ̩²¹	tɕʰɛ⁵⁵ŋ̩²¹	tɕʰɛ⁵⁵ŋ̩²¹	tɕʰi⁵⁵n̩²¹	tɕʰi⁴⁴n̩²¹	tɕʰi⁵⁵n̩²¹	tsʰiŋ̩⁵²	tɕʰi⁵⁵ŋ̩²¹	tsʰɿ⁴⁴m̩²¹	tsʰe²⁴n̩²¹	tsʰe²⁴ni²¹	tɕʰi⁵⁵ə̃²¹	tshɿ⁴⁴ɲi³¹					tsʰe³³ni²¹	tsʰe³³ne²¹	tɕʰi³³ȵi⁵⁵mo³³	tsʰɛ³³ni²¹	ts'i³³ɲiɛ²¹			si⁴⁴ne²¹	tsʰe²¹ȵi⁵⁵	tsʰɪ³³n̩²¹	tsʰe²¹ȵi⁵⁵	tsʰe²¹ȵi⁵⁵		tsʰɯ²¹ȵi⁵⁵	tsʰɤ²¹ȵi⁵⁵	tsʰɪ²¹n̩⁵⁵	tɕʰi²¹ni⁵⁵	tɕʰɪ²¹ȵi⁵⁵	tɕʰe²¹ni²¹	tsʰɤ²¹ni²¹	tsʰɤ²¹ȵi²¹	tsʰe²¹ȵi²¹		tʂhɤ²¹ni²¹	tsʰɤ²¹ni²¹	tsʰɪ³³ȵi³³	tshi³³ȵi³⁴		tsʰɪ³³ȵi³³	tsʰɪ³⁴ȵi³⁴	tsʰɪ²²ȵi²²			tsʰɪ³³n̩²¹	ʦʰɛ²¹ni³³	tɕʰi³³n̩²¹	ʦʰɛ⁵⁵ȵi³¹	ʦʰə⁵⁵ȵi³³	ʦʰə²¹ȵi²¹	ʦʰə²¹n̩³³	tshi³³ŋ³¹	tɕʰi⁵⁵n̩²¹	tsʰi²¹ȵi⁵⁵
twenty	二十	935	s-ni² ʔtsay¹	487					ni²tse¹				n̩³¹tshi⁵⁵	n̩⁴⁴tsʰi⁵³	ɲi³¹tshe³³	ȵi̠³¹tshɛ⁵⁵	ni⁵³tshi³³	ni²²tsɿ⁵⁵	n̩²¹ tsɿ⁵⁵	ȵi²¹tsi⁵⁵	ȵi²¹tsi⁵⁵	n̩²¹tɕʰi⁴⁵³	n̩²¹tse²⁴	n̩²¹tsei³³	n̩²¹tɕi⁵⁵	ʔŋ²¹tɕʰi⁵⁵	n̩²¹tsei⁵⁵	n̩²¹tɕi⁵⁵	n̩²¹tɕi⁵⁵	ŋ̩²¹tɕi²⁴	n̩²¹tɕʰɛ⁵⁵	n̩²¹tɕi⁵⁵	n̩²¹tɕi⁴⁴	n̩²¹tɕi⁵⁵	n̩²¹tsi⁵⁵	n̩²¹tɕi⁵⁵	m̩²¹tsɿ⁴⁴	n̩²¹tsʰe²⁴	n̩²¹tse²⁴	n̩²¹tɕʰi⁵⁵	ɲi³¹tshɿ⁴⁴, ɲi³¹tsɿ⁴⁴					n²¹tse³³	n²¹tsʰe³³	n̩²¹tɕɪ³³mo³³	n̩²¹tse³³	n̩²¹tsi³³			ni⁴⁴si⁴⁴	ȵi⁵⁵tse³³	n̩²¹tsɪ³³	ȵi⁵⁵tse³³	ȵi⁵⁵tse³³	ȵi⁵⁵tse³³	n̩²¹tsɯ³³	ȵi²¹tsɤ¹³	n̩²¹tsɪ³³	ni²¹tse³³	ȵi²¹tɕɪ⁵⁴	ni²¹tse⁵⁵	n̩²¹tsɤ⁵⁵	ni²¹tsɤ⁵⁵	ȵi²¹tse³³		ni²¹tʂɤ⁵⁵	n̩²¹tsɤ⁵⁵	ȵi²¹tsɪ³³	ȵi²¹tsi³³		ȵi²¹tsɪ³³	ȵi²¹tsɪ³³	ȵi⁴²tsɪ²²			n̩²¹tsɪ⁴⁴	ni³³ʦi⁴⁴	n̩²¹tɕi³³	i³³ʦɛ⁵⁵	ȵi³³ʦɛ⁵⁵	n̩²¹ʦʰə³³	n̩²¹ʦɿ³³	ŋ³¹tsi³³/ŋtshi³³	n̩²¹tɕʰi⁵⁵	ȵi⁵⁵tsi⁵⁵
twentyone	二十一	936							ni²tse¹ti̠ᶫ				n̩³¹tshi⁵⁵³¹	n̩⁴⁴tsʰi⁵³tɕʰi³¹	ɲi³¹tshe⁵⁵ti̠		ni⁵³tshi³³te⁵³	ni²²tsɿ⁵⁵tcʰi²¹	n̩²¹ tsɿ⁵⁵ tɕʰi²¹	ȵi²¹tsi⁵⁵tɕʰi²¹	ȵi²¹tsi⁵⁵tsʰi²¹	n̩²¹tɕʰi⁴⁵³tʂʅ²¹	ni²¹tse¹³tʂʅ²¹	n̩²¹tsei³³tɕʰi⁵³	n̩²¹tsi⁵⁵ti̤²¹	ʔŋ²¹tɕʰi⁵⁵tsʰɿ²¹		n̩²¹tɕi⁵⁵tʰi²¹	n̩²¹tɕi⁵⁵tɕʰi²¹	ŋ̩²¹tɕi²⁴tʰi²¹	n̩²¹tɕɛ⁵⁵tɕʰi²¹	n̩²¹tɕi⁵⁵tsʰɿ²¹	n̩²¹tɕi⁴⁴tʰi²¹	n̩²¹tɕi⁵⁵tsʰɿ²¹	n̩²¹tsi⁵⁵ti̤²¹		m̩²¹tsɿ⁴⁴tʰɛ⁵³	n̩²¹tsʰe²⁴tʰi⁴⁵³	ni²¹tse²⁴tʰi⁵⁵	n̩²¹tɕʰi⁵⁵tʂʰʅ²¹	ɲi³¹tshɿ⁴⁴thi³¹							n̩²¹tɕɪ³³tʰi⁵⁵mo³³	n̩²¹tse³³tʰi²¹				ni⁴⁴si⁴⁴tɔ⁴⁴	ȵi⁵⁵tse³³tʰa̱²¹	n̩²¹tsɪ³³tsʰi²¹	ȵi⁵⁵tse³³tʰa²¹	ȵi⁵⁵tse³³tʰa̱²¹		n̩²¹tsɯ³³tʰi⁵⁵	ni²¹tsɤ¹³ti³³	n̩²¹tsɪ³³tʰi²¹		ȵi²¹tɕɪ⁵⁴tʰɪ⁵⁵	ni²¹tse⁵⁵tʰi²¹	n̩²¹tsɤ⁵⁵tʰi²¹	ȵi²¹tsɤ⁵⁵tʰi²¹	ȵi²¹tse³³tʰi²¹		ni²¹tʂɤ⁵⁵thi²¹		ȵi²¹tsɪ³³tsʰi³³			ȵi²¹tsɪ³³tsʰi³³	ȵi²¹tsɪ³³tsʰi³⁴	ȵi⁴²tsɪ²²tsʰi²²			n̩²¹tsɪ⁴⁴tʰɪ²¹	ni³³ʦi⁴⁴ti³³	n̩²¹tɕi³³tʰi²¹	i³³ʦɛ⁵⁵tʰi³¹	ȵi³³ʦɛ⁵⁵tʰa³³	n̩²¹ʦɛ⁵⁵a²¹	n̩²¹ʦɿ³³ta³³lɔ⁵⁵		n̩²¹tɕʰi⁵⁵tʰi³³	ȵi⁵⁵tsi⁵⁵tɕʰi³³
hundred	百	937	*C-ra¹	488	*xa¹		*rhaA		ha¹	1	6	*C-l	ɕa⁵⁵	ja³⁴	ja⁵⁵	xɔ⁵⁵	xᴀ³³	ɕao⁵⁵	çiũ⁵⁵	ha⁵⁵	ha⁵⁵	hõ⁴⁵³	xa²⁴	ta²¹ha³³	ha⁵⁵	hɑ̃⁵⁵	xɔ⁵⁵	hɔ⁵⁵	hɔ⁵⁵	ɛ²¹xo²⁴	xo⁵⁵	hɑ⁵⁵	ho⁴⁴	hɑ⁵⁵	ha⁵⁵	ha⁵⁵	hɐ̃⁴⁴	hã²⁴	ho²⁴	hɑ⁵⁵	hɛ³³					ɕo³³	ho³³	tʰi²¹xo³³	hõ³³	tɕʻi³³xo³³	ʑa⁵⁵	(ta²¹)ɕɔ¹³	ɕɔ¹³	hu²¹	xo³³	ho²¹	ho²¹	tʰa²¹hʲũ²¹	ho²¹	ho²¹	hu²¹	a³³ju³³	ho²¹	xo²¹	xo²¹	xo²¹	hu²¹	hõ̱²¹³	xo²¹	tʰi⁵⁵xo²¹	ha³³	(tshɿ²¹)hɑ³³	ha³³	ha³³	ha³³	ha²²	(thi²¹)xo³³	xo²²	hɑ³³	xɔ²¹	xa³³	xɑ⁵⁵	ɣa³¹	ɡo²¹	ha²¹	tɛ³¹xa³²³	za³³	hɑ³³
